               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.038081,            0.014298,                   0,             0.81999,             0.89125,             0.91057,             0.44025,            0.034873,            0.014883,                   0,            0.003941,            0.003941,            0.008041
                 120,            0.040131,            0.013938,                   0,             0.76354,             0.91259,              0.8778,             0.40773,            0.036036,            0.015064,                   0,            0.003926,            0.003926,            0.007226
                 121,            0.041481,             0.01314,                   0,             0.86665,             0.84773,             0.90725,             0.41038,             0.03854,            0.014986,                   0,           0.0039102,           0.0039102,           0.0064102
                 122,            0.044347,            0.014161,                   0,                0.95,             0.82604,              0.9281,               0.497,            0.031264,            0.015247,                   0,           0.0038937,           0.0038937,           0.0055937
                 123,            0.033341,            0.015798,                   0,              0.8936,             0.91286,             0.94398,             0.54519,            0.031726,            0.014777,                   0,           0.0038763,           0.0038763,           0.0047763
                 124,            0.039445,             0.01344,                   0,              0.8444,              0.8258,             0.81992,             0.21886,             0.04659,            0.014672,                   0,           0.0038581,           0.0038581,           0.0039581
                 125,            0.050478,            0.014849,                   0,             0.91104,             0.89055,             0.91827,              0.4998,            0.033409,            0.015382,                   0,           0.0038125,           0.0038125,           0.0038125
                 126,             0.03687,            0.014426,                   0,             0.80717,             0.91304,             0.88758,             0.47228,            0.034572,            0.014739,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,            0.037579,            0.015037,                   0,              0.8934,             0.91304,             0.93202,             0.53617,            0.031121,            0.014608,                   0,            0.003763,            0.003763,            0.003763
                 128,              0.0323,            0.012904,                   0,             0.95454,             0.91298,             0.94869,              0.5855,            0.029852,            0.014386,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,            0.038759,            0.013077,                   0,             0.97674,             0.91285,             0.94037,             0.38866,            0.039134,            0.014193,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.039601,            0.013163,                   0,             0.95419,             0.91304,             0.93884,             0.44078,            0.031111,            0.014066,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.034091,            0.013975,                   0,             0.97759,             0.95652,             0.98201,              0.5291,            0.030379,            0.013951,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.033055,            0.012793,                   0,             0.97727,             0.93451,             0.98295,             0.49026,            0.034931,            0.013788,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,            0.033408,            0.013015,                   0,               0.843,             0.93478,             0.89739,             0.47903,            0.031238,             0.01377,                   0,            0.003466,            0.003466,            0.003466
                 134,            0.033915,            0.013811,                   0,             0.95639,             0.95652,             0.97705,             0.49666,            0.031012,            0.013858,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.032842,            0.011909,                   0,             0.93462,             0.93478,             0.94478,             0.53723,            0.031542,             0.01355,                   0,            0.003367,            0.003367,            0.003367
                 136,            0.033917,            0.013298,                   0,             0.95617,             0.95652,             0.98074,             0.56058,            0.029839,            0.013145,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.030446,            0.012341,                   0,             0.97721,             0.95652,             0.98521,             0.54194,             0.03039,            0.013197,                   0,            0.003268,            0.003268,            0.003268
                 138,            0.035061,            0.013693,                   0,             0.95555,             0.93462,             0.94979,              0.4584,            0.034136,            0.013376,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.037798,            0.013543,                   0,             0.84283,             0.93478,             0.95466,              0.5416,            0.034243,            0.012942,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.038113,            0.013382,                   0,             0.95555,             0.93463,             0.97314,             0.49552,            0.032698,            0.013293,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.034833,            0.012625,                   0,             0.95648,             0.95559,             0.98222,             0.58746,            0.032181,            0.012901,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.034186,            0.012282,                   0,             0.95339,              0.8913,             0.94941,             0.52597,            0.030782,            0.013226,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.033146,            0.013761,                   0,              0.9565,             0.95603,             0.97927,             0.55153,            0.029637,            0.013051,                   0,            0.002971,            0.002971,            0.002971
                 144,            0.030211,            0.012615,                   0,             0.93615,             0.95619,             0.94792,             0.58986,            0.027514,            0.013013,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.037025,             0.01352,                   0,             0.97701,             0.93478,              0.9865,             0.51565,            0.029631,            0.012993,                   0,            0.002872,            0.002872,            0.002872
                 146,            0.030035,            0.012585,                   0,             0.93615,             0.95616,              0.9631,             0.54821,            0.028381,            0.012802,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.032091,            0.013541,                   0,             0.99998,             0.93478,              0.9909,             0.54081,            0.028265,            0.012714,                   0,            0.002773,            0.002773,            0.002773
                 148,             0.02778,            0.011226,                   0,                   1,             0.93466,              0.9902,             0.58227,             0.02709,            0.012637,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,            0.027604,            0.012683,                   0,             0.97727,             0.93467,             0.98606,             0.55175,            0.026484,            0.012494,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.025828,            0.012061,                   0,             0.97726,             0.93478,             0.98665,             0.59758,            0.026299,            0.012427,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.028433,            0.011965,                   0,             0.97718,             0.93478,             0.98554,             0.55503,            0.027381,            0.012372,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.027515,            0.012555,                   0,             0.93749,             0.97811,              0.9862,             0.63167,            0.025292,            0.012323,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,            0.025078,            0.011125,                   0,             0.95744,             0.97826,             0.98389,             0.58845,            0.025723,             0.01226,                   0,            0.002476,            0.002476,            0.002476
                 154,               0.032,            0.011783,                   0,             0.95744,             0.97826,             0.98632,             0.52807,            0.029886,            0.012276,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.029247,            0.012082,                   0,             0.95745,             0.97823,             0.98248,             0.61622,            0.026035,             0.01216,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.024804,            0.012339,                   0,             0.95736,             0.97826,              0.9839,             0.55948,            0.027542,            0.012129,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.026814,            0.010971,                   0,             0.95744,              0.9782,             0.98408,             0.60887,            0.025923,            0.012219,                   0,            0.002278,            0.002278,            0.002278
                 158,             0.02946,             0.01209,                   0,             0.97816,             0.97826,             0.98331,             0.55897,            0.026992,            0.012177,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.027851,            0.011406,                   0,             0.97826,              0.9781,             0.98412,             0.58806,            0.026217,            0.012052,                   0,            0.002179,            0.002179,            0.002179
                 160,             0.02762,            0.011687,                   0,             0.95652,             0.95645,             0.95066,             0.54828,            0.027701,            0.011929,                   0,           0.0021295,           0.0021295,           0.0021295
